"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 10.0 percent","Margin of Error!!Total:!!Less than 10.0 percent","Estimate!!Total:!!10.0 to 14.9 percent","Margin of Error!!Total:!!10.0 to 14.9 percent","Estimate!!Total:!!15.0 to 19.9 percent","Margin of Error!!Total:!!15.0 to 19.9 percent","Estimate!!Total:!!20.0 to 24.9 percent","Margin of Error!!Total:!!20.0 to 24.9 percent","Estimate!!Total:!!25.0 to 29.9 percent","Margin of Error!!Total:!!25.0 to 29.9 percent","Estimate!!Total:!!30.0 to 34.9 percent","Margin of Error!!Total:!!30.0 to 34.9 percent","Estimate!!Total:!!35.0 to 39.9 percent","Margin of Error!!Total:!!35.0 to 39.9 percent","Estimate!!Total:!!40.0 to 49.9 percent","Margin of Error!!Total:!!40.0 to 49.9 percent","Estimate!!Total:!!50.0 percent or more","Margin of Error!!Total:!!50.0 percent or more","Estimate!!Total:!!Not computed","Margin of Error!!Total:!!Not computed"
"0600000US2500353050","Peru town, Berkshire County, Massachusetts","24","16","0","12","0","12","0","12","0","12","2","3","0","12","0","12","0","12","2","3","20","16"
"0600000US2500353960","Pittsfield city, Berkshire County, Massachusetts","7383","427","287","153","601","180","834","229","848","211","659","141","637","160","510","156","745","231","1902","300","360","161"
"0600000US2500356795","Richmond town, Berkshire County, Massachusetts","35","22","0","12","0","12","12","10","0","12","0","12","0","12","8","8","11","17","4","5","0","12"
"0600000US2500359665","Sandisfield town, Berkshire County, Massachusetts","5","4","3","4","0","12","0","12","0","12","0","12","0","12","0","12","0","12","2","4","0","12"
"0600000US2500360225","Savoy town, Berkshire County, Massachusetts","24","16","0","12","6","6","0","12","5","6","0","12","11","13","2","3","0","12","0","12","0","12"
"0600000US2500361065","Sheffield town, Berkshire County, Massachusetts","219","83","0","12","19","22","18","22","21","29","13","19","51","58","0","12","37","26","40","24","20","22"
"0600000US2500367595","Stockbridge town, Berkshire County, Massachusetts","301","74","30","28","0","12","22","22","28","22","31","33","31","28","25","27","16","14","70","43","48","37"
"0600000US2500371095","Tyringham town, Berkshire County, Massachusetts","21","12","0","12","2","2","0","12","4","6","1","2","0","12","0","12","0","12","6","5","8","9"
"0600000US2500373335","Washington town, Berkshire County, Massachusetts","11","9","0","12","0","12","0","12","0","12","3","4","0","12","0","12","0","12","0","12","8","7"
"0600000US2500377990","West Stockbridge town, Berkshire County, Massachusetts","61","29","3","4","0","12","0","12","3","6","4","5","0","12","5","5","12","18","17","20","17","18"
"0600000US2500379985","Williamstown town, Berkshire County, Massachusetts","610","109","54","58","34","25","51","35","80","49","68","56","84","44","30","29","58","35","118","69","33","24"
"0600000US2500380685","Windsor town, Berkshire County, Massachusetts","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2500500000","County subdivisions not defined, Bristol County, Massachusetts","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2500500520","Acushnet town, Bristol County, Massachusetts","540","151","0","19","38","47","47","48","153","109","73","56","51","44","81","74","15","23","37","26","45","53"
"0600000US2500502690","Attleboro city, Bristol County, Massachusetts","5466","447","218","99","291","143","596","180","652","189","964","264","794","251","351","169","271","105","1112","248","217","132"
"0600000US2500505280","Berkley town, Bristol County, Massachusetts","75","60","0","17","0","17","0","17","0","17","0","17","0","17","0","17","23","37","0","17","52","51"
"0600000US2500516425","Dartmouth town, Bristol County, Massachusetts","2480","273","183","129","269","124","290","126","191","96","405","157","159","93","245","151","140","104","480","169","118","67"
"0600000US2500516950","Dighton town, Bristol County, Massachusetts","274","115","0","17","50","48","61","59","22","34","62","50","0","17","15","26","21","33","0","17","43","50"
"0600000US2500520100","Easton town, Bristol County, Massachusetts","1926","205","81","62","162","112","331","125","221","81","206","106","201","89","89","61","146","59","451","127","38","50"
"0600000US2500522130","Fairhaven town, Bristol County, Massachusetts","1562","230","26","29","113","60","262","99","254","116","187","101","171","95","110","61","75","51","219","87","145","84"
"0600000US2500523000","Fall River city, Bristol County, Massachusetts","24492","838","1543","270","2972","422","2769","388","2504","363","2383","401","2071","301","1438","309","1936","386","5833","629","1043","235"
"0600000US2500525240","Freetown town, Bristol County, Massachusetts","299","110","0","17","37","49","37","27","46","36","13","22","0","17","35","40","16","19","107","64","8","12"
"0600000US2500538225","Mansfield town, Bristol County, Massachusetts","2379","275","79","58","489","197","426","187","186","92","261","128","300","140","119","83","113","71","286","125","120","75"
"0600000US2500545000","New Bedford city, Bristol County, Massachusetts","23262","691","1352","240","2831","395","3272","320","2363","364","2188","310","1627","250","1315","240","1734","254","5254","434","1326","242"
"0600000US2500546575","North Attleborough town, Bristol County, Massachusetts","3636","312","122","70","403","182","540","188","471","172","435","176","348","124","139","95","264","110","738","262","176","90"
"0600000US2500549970","Norton town, Bristol County, Massachusetts","974","201","27","24","103","70","197","100","111","58","54","41","84","58","51","36","37","32","262","137","48","39"
"0600000US2500556060","Raynham town, Bristol County, Massachusetts","995","194","14","22","202","153","90","76","43","54","233","156","75","55","32","48","26","45","248","149","32","31"
"0600000US2500556375","Rehoboth town, Bristol County, Massachusetts","395","157","12","21","0","19","56","82","72","74","70","75","38","53","13","22","13","21","76","67","45","48"
"0600000US2500560645","Seekonk town, Bristol County, Massachusetts","983","232","0","19","115","97","291","154","192","103","67","57","69","49","12","20","60","59","161","147","16","25"
"0600000US2500562430","Somerset town, Bristol County, Massachusetts","1388","272","68","48","201","112","213","128","104","87","168","94","75","56","130","90","86","54","208","94","135","66"
"0600000US2500568750","Swansea town, Bristol County, Massachusetts","748","190","96","109","93","73","33","34","112","83","39","35","75","62","9","15","115","82","35","37","141","95"
"0600000US2500569170","Taunton city, Bristol County, Massachusetts","8408","479","381","124","649","196","1007","223","990","245","677","171","703","201","515","193","824","241","2118","367","544","172"
"0600000US2500577570","Westport town, Bristol County, Massachusetts","1122","217","8","12","195","128","113","89","43","36","100","70","134","90","87","81","154","115","179","85","109","78"
"0600000US2500701585","Aquinnah town, Dukes County, Massachusetts","35","33","0","12","0","12","11","15","0","12","3","5","5","8","7","14","2","5","7","9","0","12"
"0600000US2500713800","Chilmark town, Dukes County, Massachusetts","93","49","4","5","3","5","16","19","13","12","5","8","0","12","0","12","0","12","31","39","21","19"
"0600000US2500721150","Edgartown town, Dukes County, Massachusetts","326","117","22","25","20","27","25","36","0","12","37","46","23","37","19","31","35","56","65","53","80","76"
"0600000US2500726325","Gosnold town, Dukes County, Massachusetts","4","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","2","4","2","3"
"0600000US2500750390","Oak Bluffs town, Dukes County, Massachusetts","451","201","0","12","82","74","0","12","56","72","59","69","62","71","43","72","34","53","115","128","0","12"
"0600000US2500769940","Tisbury town, Dukes County, Massachusetts","829","204","12","22","77","90","0","12","125","100","0","12","39","50","50","52","36","56","208","119","282","133"
"0600000US2500778235","West Tisbury town, Dukes County, Massachusetts","134","87","0","12","0","12","0","12","24","37","0","12","0","12","41","47","60","63","0","12","9","13"
"0600000US2500900000","County subdivisions not defined, Essex County, Massachusetts","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2500901260","Amesbury Town city, Essex County, Massachusetts","2153","208","26","41","153","89","185","84","331","123","375","103","282","99","112","56","91","52","543","121","55","42"
"0600000US2500901465","Andover town, Essex County, Massachusetts","2389","233","135","74","157","80","361","139","311","104","254","95","200","97","75","52","238","103","398","120","260","108"
"0600000US2500905595","Beverly city, Essex County, Massachusetts","6491","394","221","117","456","168","591","166","619","182","840","197","572","151","417","184","482","137","2030","337","263","124"
"0600000US2500907420","Boxford town, Essex County, Massachusetts","66","54","0","17","0","17","0","17","37","40","0","17","0","17","15","26","0","17","0","17","14","25"
"0600000US2500916250","Danvers town, Essex County, Massachusetts","3063","272","137","93","230","87","378","159","302","127","309","131","259","113","145","81","276","108","858","232","169","103"
"0600000US2500921850","Essex town, Essex County, Massachusetts","260","84","9","15","20","22","20","21","35","37","17","21","18","21","36","38","48","49","20","22","37","44"
"0600000US2500925625","Georgetown town, Essex County, Massachusetts","632","124","10","15","67","56","54","34","39","29","112","81","106","78","0","17","54","28","177","88","13","20"
"0600000US2500926150","Gloucester city, Essex County, Massachusetts","4715","318","168","98","176","91","497","135","682","175","509","149","569","170","313","119","364","112","1172","200","265","94"
"0600000US2500927620","Groveland town, Essex County, Massachusetts","315","139","0","17","28","33","15","24","64","80","0","17","0","17","0","17","20","25","92","76","96","86"
"0600000US2500927900","Hamilton town, Essex County, Massachusetts","519","99","16","18","10","16","30","29","11","17","51","43","10","17","65","70","44","42","131","61","151","79"
"0600000US2500929405","Haverhill city, Essex County, Massachusetts","10406","511","325","161","638","200","1199","281","1227","233","1210","268","811","184","632","186","1042","199","2850","399","472","171"
"0600000US2500932310","Ipswich town, Essex County, Massachusetts","1630","230","27","24","141","72","274","109","140","74","173","74","160","93","93","51","165","83","302","120","155","81"
"0600000US2500934550","Lawrence city, Essex County, Massachusetts","17909","785","591","162","1142","221","1836","301","1742","370","1940","291","1894","293","885","171","2045","364","5226","489","608","184"
"0600000US2500937490","Lynn city, Essex County, Massachusetts","17968","650","642","171","1110","213","1601","280","2126","392","1990","332","1737","267","1008","212","1830","305","5079","477","845","203"
"0600000US2500937560","Lynnfield town, Essex County, Massachusetts","685","161","46","48","16","25","29","37","72","46","14","23","11","17","68","63","56","47","373","132","0","19"
"0600000US2500937995","Manchester-by-the-Sea town, Essex County, Massachusetts","494","135","30","49","33","38","59","54","37","43","86","88","108","90","14","21","20","30","93","97","14","21"
"0600000US2500938400","Marblehead town, Essex County, Massachusetts","1804","226","101","105","123","75","219","85","89","47","278","128","306","150","97","61","105","74","379","159","107","69"
"0600000US2500940430","Merrimac town, Essex County, Massachusetts","350","113","13","25","26","29","62","67","51","60","40","41","0","17","40","50","13","21","70","73","35","30"
"0600000US2500940710","Methuen Town city, Essex County, Massachusetts","5048","334","190","146","454","208","412","172","487","141","429","153","337","109","406","167","526","174","1421","237","386","123"
"0600000US2500941095","Middleton town, Essex County, Massachusetts","349","141","73","112","24","38","15","24","0","17","27","40","0","17","17","27","51","50","91","60","51","47"
"0600000US2500943580","Nahant town, Essex County, Massachusetts","473","86","27","26","49","34","80","59","52","32","50","33","34","32","47","61","46","47","88","51","0","12"
"0600000US2500945175","Newbury town, Essex County, Massachusetts","351","116","14","23","16","26","42","40","0","17","42","39","30","34","0","17","14","21","68","53","125","93"
"0600000US2500945245","Newburyport city, Essex County, Massachusetts","1787","237","93","110","190","86","111","66","276","133","269","130","164","98","112","87","54","52","446","211","72","53"
"0600000US2500946365","North Andover town, Essex County, Massachusetts","3183","316","47","39","252","152","489","152","486","183","319","138","198","101","167","93","301","148","801","237","123","72"
"0600000US2500952490","Peabody city, Essex County, Massachusetts","7423","424","271","116","442","187","685","217","862","216","543","176","1007","275","499","184","818","242","1978","399","318","133"
"0600000US2500957880","Rockport town, Essex County, Massachusetts","1032","162","52","53","94","60","146","87","149","78","135","69","66","56","48","36","96","51","183","79","63","59"
"0600000US2500958405","Rowley town, Essex County, Massachusetts","414","121","15","24","32","36","79","62","20","32","92","63","63","57","18","27","0","17","77","72","18","28"
"0600000US2500959105","Salem city, Essex County, Massachusetts","8936","613","205","91","525","202","1042","245","1218","303","1097","277","1012","247","452","198","580","184","2569","420","236","101"
"0600000US2500959245","Salisbury town, Essex County, Massachusetts","715","160","20","22","70","53","98","58","133","82","28","25","34","32","23","26","37","33","186","83","86","77"
"0600000US2500960015","Saugus town, Essex County, Massachusetts","2023","260","95","75","284","115","140","79","125","105","357","133","113","94","71","68","303","155","440","207","95","58"
"0600000US2500968645","Swampscott town, Essex County, Massachusetts","1322","225","95","66","17","17","59","46","209","92","159","87","98","80","136","111","81","51","424","167","44","42"
"0600000US2500970150","Topsfield town, Essex County, Massachusetts","214","92","0","17","18","29","18","29","14","22","38","42","16","26","15","25","20","35","75","88","0","17"
"0600000US2500974595","Wenham town, Essex County, Massachusetts","142","63","10","17","11","17","0","17","9","13","0","17","25","38","0","17","0","17","46","31","41","32"
"0600000US2500977150","West Newbury town, Essex County, Massachusetts","137","67","0","12","10","16","0","12","9","13","25","28","29","27","0","12","0","12","9","14","55","59"
"0600000US2501102095","Ashfield town, Franklin County, Massachusetts","122","39","0","12","26","24","16","18","14","10","10","11","13","9","0","12","0","12","22","19","21","17"
"0600000US2501105560","Bernardston town, Franklin County, Massachusetts","194","57","0","12","19","22","0","12","38","28","8","10","4","8","36","31","13","13","23","17","53","41"
"0600000US2501109595","Buckland town, Franklin County, Massachusetts","229","74","6","8","31","23","21","14","22","21","18","12","0","12","0","12","35","36","44","35","52","61"
"0600000US2501112505","Charlemont town, Franklin County, Massachusetts","98","40","0","12","19","17","15","11","7","7","27","21","3","5","0","12","5","6","8","9","14","16"
"0600000US2501114885","Colrain town, Franklin County, Massachusetts","128","41","3","4","14","17","15","16","9","9","6","5","0","12","15","15","8","5","18","16","40","25"
"0600000US2501115200","Conway town, Franklin County, Massachusetts","123","46","11","17","3","4","3","4","15","17","25","24","31","23","0","12","0","12","16","17","19","21"
"0600000US2501116670","Deerfield town, Franklin County, Massachusetts","431","153","25","38","73","53","11","19","58","45","45","49","13","22","0","17","0","17","175","132","31","37"
"0600000US2501121780","Erving town, Franklin County, Massachusetts","118","42","0","12","19","12","16","17","10","15","16","15","14","14","0","12","11","9","22","20","10","15"
"0600000US2501125730","Gill town, Franklin County, Massachusetts","106","36","3","5","3","5","11","9","12","10","20","18","0","12","15","17","3","4","16","10","23","19"
"0600000US2501127100","Greenfield Town city, Franklin County, Massachusetts","3520","291","120","77","377","142","305","134","446","149","457","165","322","123","232","133","387","147","723","190","151","98"
"0600000US2501129475","Hawley town, Franklin County, Massachusetts","9","5","0","12","0","12","0","12","3","4","0","12","0","12","0","12","1","4","1","2","4","4"
"0600000US2501129650","Heath town, Franklin County, Massachusetts","4","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","3"
"0600000US2501135180","Leverett town, Franklin County, Massachusetts","87","25","4","7","4","5","3","5","5","6","9","9","2","5","18","19","4","5","27","15","11","9"
"0600000US2501135285","Leyden town, Franklin County, Massachusetts","17","15","0","12","0","12","0","12","0","12","8","13","0","12","0","12","2","4","3","4","4","5"
"0600000US2501142040","Monroe town, Franklin County, Massachusetts","13","11","2","3","2","3","0","12","0","12","0","12","0","12","0","12","0","12","7","8","2","3"
"0600000US2501142285","Montague town, Franklin County, Massachusetts","1583","156","54","48","125","64","249","100","202","98","132","61","184","69","86","62","66","39","371","111","114","71"
"0600000US2501145490","New Salem town, Franklin County, Massachusetts","62","34","0","12","7","7","3","5","10","11","8","11","11","18","0","12","3","6","17","19","3","5"
"0600000US2501147835","Northfield town, Franklin County, Massachusetts","200","80","0","12","8","13","45","38","9","15","22","25","33","31","15","21","0","12","58","56","10","16"
"0600000US2501151265","Orange town, Franklin County, Massachusetts","946","174","30","27","24","24","56","42","102","61","187","90","75","67","111","80","67","52","248","109","46","32"
"0600000US2501158335","Rowe town, Franklin County, Massachusetts","18","8","0","12","0","12","3","4","0","12","0","12","0","12","1","3","0","12","0","12","14","6"
"0600000US2501161135","Shelburne town, Franklin County, Massachusetts","295","70","17","15","32","32","35","32","32","30","20","16","44","30","29","30","19","17","31","23","36","33"
"0600000US2501161905","Shutesbury town, Franklin County, Massachusetts","74","26","4","6","9","9","10","17","4","5","6","7","7","8","7","7","0","12","24","14","3","4"
"0600000US2501168400","Sunderland town, Franklin County, Massachusetts","1002","117","0","12","42","49","79","66","34","38","109","76","78","50","138","97","77","59","421","139","24","39"
"0600000US2501173265","Warwick town, Franklin County, Massachusetts","23","12","0","12","3","5","0","12","0","12","3","4","2","3","0","12","9","9","2","3","4","5"
"0600000US2501174525","Wendell town, Franklin County, Massachusetts","79","35","2","3","0","12","6","10","5","5","2","3","6","6","2","3","16","19","21","21","19","14"
"0600000US2501179110","Whately town, Franklin County, Massachusetts","109","40","3","6","9","9","2","4","31","26","10","9","0","12","7","8","10","16","26","24","11","17"
"0600000US2501300840","Agawam Town city, Hampden County, Massachusetts","2866","299","144","89","262","111","307","142","434","174","163","79","201","107","143","92","173","81","771","189","268","116"
"0600000US2501306085","Blandford town, Hampden County, Massachusetts","24","23","0","12","10","16","3","5","0","12","0","12","0","12","0","12","0","12","0","12","11","16"
"0600000US2501308470","Brimfield town, Hampden County, Massachusetts","173","63","8","14","13","20","0","12","18","19","0","12","32","29","28","26","0","12","60","53","14","21"
"0600000US2501313485","Chester town, Hampden County, Massachusetts","111","34","7","7","4","6","3","5","0","12","3","5","3","5","3","4","14","8","51","31","23","18"
"0600000US2501313660","Chicopee city, Hampden County, Massachusetts","9557","500","519","159","673","169","1029","248","1088","252","1403","262","735","204","570","158","888","220","2128","369","524","187"
"0600000US2501319645","East Longmeadow town, Hampden County, Massachusetts","1034","194","60","40","51","33","121","105","32","31","133","94","119","84","46","53","58","48","292","106","122","65"
"0600000US2501326675","Granville town, Hampden County, Massachusetts","37","20","0","12","4","5","6","7","7","7","0","12","0","12","0","12","0","12","17","17","3","4"
"0600000US2501328075","Hampden town, Hampden County, Massachusetts","173","57","0","17","0","17","49","36","16","24","14","19","13","21","18","18","26","29","27","21","10","17"
"0600000US2501330665","Holland town, Hampden County, Massachusetts","126","55","0","12","15","22","12","12","5","7","21","30","10","11","16","24","6","8","17","15","24","28"
"0600000US2501330840","Holyoke city, Hampden County, Massachusetts","9064","399","419","125","612","161","1238","249","528","162","1222","206","896","196","356","129","704","198","2765","363","324","128"
"0600000US2501336300","Longmeadow town, Hampden County, Massachusetts","555","155","185","129","0","19","55","47","24","38","26","25","66","55","8","14","18","22","150","83","23","30"
"0600000US2501337175","Ludlow town, Hampden County, Massachusetts","2147","270","71","55","266","120","212","86","429","193","163","95","197","108","57","44","73","49","481","182","198","98"
"0600000US2501342145","Monson town, Hampden County, Massachusetts","610","120","48","50","32","30","89","74","71","40","0","17","87","64","30","34","66","48","98","59","89","45"
"0600000US2501342530","Montgomery town, Hampden County, Massachusetts","8","6","2","3","0","12","0","12","2","3","0","12","0","12","0","12","0","12","0","12","4","5"
"0600000US2501352144","Palmer Town city, Hampden County, Massachusetts","1382","192","83","52","42","41","225","108","175","108","197","132","135","73","89","72","116","80","250","108","70","53"
"0600000US2501358650","Russell town, Hampden County, Massachusetts","82","47","0","12","19","22","9","15","18","15","10","15","0","12","23","25","3","4","0","12","0","12"
"0600000US2501365825","Southwick town, Hampden County, Massachusetts","710","161","24","28","83","59","12","18","49","41","90","67","109","90","91","76","52","78","174","94","26","28"
"0600000US2501367000","Springfield city, Hampden County, Massachusetts","30067","790","978","267","2047","347","2114","363","2731","356","3048","407","3226","418","2233","320","2818","421","9330","607","1542","242"
"0600000US2501370045","Tolland town, Hampden County, Massachusetts","26","17","0","12","7","10","5","8","0","12","0","12","0","12","2","3","2","5","8","12","2","3"
"0600000US2501372390","Wales town, Hampden County, Massachusetts","154","47","0","12","7","7","18","20","16","16","15","10","3","5","13","18","11","9","32","28","39","23"
"0600000US2501376030","Westfield city, Hampden County, Massachusetts","5028","380","103","69","436","159","640","191","721","216","740","197","618","218","249","99","396","135","915","207","210","90"
"0600000US2501377890","West Springfield Town city, Hampden County, Massachusetts","5199","400","224","125","586","248","784","197","592","200","315","135","541","193","216","91","618","194","1090","296","233","91"
"0600000US2501379740","Wilbraham town, Hampden County, Massachusetts","622","148","0","19","59","54","37","43","29","34","141","96","96","108","0","19","79","53","68","66","113","70"
"0600000US2501501325","Amherst town, Hampshire County, Massachusetts","4869","398","102","70","148","87","365","129","703","265","384","148","233","109","284","136","558","203","1705","381","387","170"
"0600000US2501504825","Belchertown town, Hampshire County, Massachusetts","1032","229","40","31","85","50","94","58","155","110","223","128","89","88","86","92","114","149","99","69","47","55"
"0600000US2501513590","Chesterfield town, Hampshire County, Massachusetts","54","22","2","4","5","6","6","7","6","8","0","12","0","12","3","6","4","6","24","19","4","7"
"0600000US2501516040","Cummington town, Hampshire County, Massachusetts","98","24","0","12","13","10","13","9","0","12","3","5","0","12","4","5","9","8","37","16","19","11"
"0600000US2501519370","Easthampton Town city, Hampshire County, Massachusetts","2821","311","80","80","209","87","408","186","428","161","265","129","189","96","266","140","380","185","408","155","188","91"
"0600000US2501526290","Goshen town, Hampshire County, Massachusetts","50","23","0","12","15","16","0","12","7","8","12","12","0","12","3","5","0","12","6","9","7","7"
"0600000US2501526535","Granby town, Hampshire County, Massachusetts","336","125","0","17","49","74","21","36","22","35","0","17","45","52","12","20","17","28","140","87","30","51"
"0600000US2501527690","Hadley town, Hampshire County, Massachusetts","496","129","13","20","0","17","62","55","41","45","14","23","70","82","59","54","48","35","137","101","52","43"
"0600000US2501529265","Hatfield town, Hampshire County, Massachusetts","416","112","11","14","25","21","40","30","86","58","27","19","97","76","0","12","50","50","32","28","48","47"
"0600000US2501531785","Huntington town, Hampshire County, Massachusetts","163","66","0","12","6","9","0","12","91","57","12","13","7","10","0","12","0","12","14","16","33","28"
"0600000US2501540990","Middlefield town, Hampshire County, Massachusetts","5","5","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","5"
"0600000US2501546330","Northampton city, Hampshire County, Massachusetts","5025","303","176","66","374","107","538","138","645","162","532","158","649","148","308","114","477","150","1190","215","136","85"
"0600000US2501552560","Pelham town, Hampshire County, Massachusetts","152","42","7","7","3","7","24","18","24","15","20","31","11","11","19","21","14","15","19","11","11","10"
"0600000US2501554030","Plainfield town, Hampshire County, Massachusetts","54","30","13","18","2","3","0","12","3","4","0","12","16","14","0","12","3","4","9","7","8","12"
"0600000US2501562745","Southampton town, Hampshire County, Massachusetts","219","113","36","42","0","17","67","84","20","31","16","28","0","17","25","37","0","17","55","53","0","17"
"0600000US2501564145","South Hadley town, Hampshire County, Massachusetts","1806","267","65","46","224","124","180","81","173","83","187","107","128","85","25","30","277","146","481","149","66","42"
"0600000US2501572880","Ware town, Hampshire County, Massachusetts","1437","182","17","20","104","75","236","110","73","45","229","99","244","115","60","53","108","60","291","105","75","54"
"0600000US2501576380","Westhampton town, Hampshire County, Massachusetts","63","28","0","12","13","16","15","14","0","12","0","12","3","4","0","12","15","18","10","8","7","7"
"0600000US2501579915","Williamsburg town, Hampshire County, Massachusetts","329","75","5","7","63","44","20","27","41","34","28","27","25","18","48","32","6","8","59","35","34","37"
"0600000US2501582175","Worthington town, Hampshire County, Massachusetts","72","30","14","17","0","12","4","5","0","12","32","21","11","7","0","12","0","12","4","5","7","7"
"0600000US2501700380","Acton town, Middlesex County, Massachusetts","2272","224","65","48","292","118","364","139","299","131","321","132","171","92","86","62","167","81","402","156","105","63"
"0600000US2501701605","Arlington town, Middlesex County, Massachusetts","8009","477","354","138","739","238","1269","231","1402","290","955","201","629","140","398","128","507","171","1479","270","277","135"
"0600000US2501701955","Ashby town, Middlesex County, Massachusetts","90","44","0","12","0","12","29","23","18","26","6","9","3","5","0","12","0","12","28","27","6","9"
"0600000US2501702130","Ashland town, Middlesex County, Massachusetts","1185","203","55","59","227","119","108","61","74","60","112","74","135","62","95","65","49","42","251","118","79","66"
"0600000US2501703005","Ayer town, Middlesex County, Massachusetts","1307","240","0","17","260","190","199","131","324","143","181","97","16","25","54","50","75","96","139","101","59","46"
"0600000US2501704615","Bedford town, Middlesex County, Massachusetts","1386","180","107","64","122","80","232","110","158","85","221","87","155","70","65","54","86","83","184","88","56","45"
"0600000US2501705070","Belmont town, Middlesex County, Massachusetts","3483","236","135","55","418","108","542","137","504","107","319","87","234","85","256","99","225","83","545","114","305","100"
"0600000US2501705805","Billerica town, Middlesex County, Massachusetts","2942","362","53","50","312","156","363","125","407","173","344","176","330","162","134","103","300","161","511","197","188","92"
"0600000US2501707350","Boxborough town, Middlesex County, Massachusetts","708","124","104","70","60","43","105","72","101","60","42","35","47","32","52","38","34","38","123","109","40","36"
"0600000US2501709840","Burlington town, Middlesex County, Massachusetts","2638","310","42","39","307","155","349","152","381","164","307","134","272","135","182","108","48","44","627","163","123","72"
"0600000US2501711000","Cambridge city, Middlesex County, Massachusetts","30532","752","1449","235","2663","330","3669","376","4127","412","3967","395","2694","335","1877","316","2522","336","5956","520","1608","317"
"0600000US2501711525","Carlisle town, Middlesex County, Massachusetts","102","56","0","17","0","17","12","18","0","17","0","17","24","27","11","17","41","48","14","22","0","17"
"0600000US2501713135","Chelmsford town, Middlesex County, Massachusetts","2129","244","61","47","134","67","228","103","282","114","333","146","97","51","121","78","118","88","674","176","81","56"
"0600000US2501715060","Concord town, Middlesex County, Massachusetts","1657","217","34","37","187","103","145","67","93","66","204","79","249","131","36","40","165","83","427","144","117","84"
"0600000US2501717475","Dracut town, Middlesex County, Massachusetts","2461","337","70","55","131","88","286","120","310","162","168","85","358","134","100","82","212","145","732","196","94","69"
"0600000US2501717825","Dunstable town, Middlesex County, Massachusetts","61","31","5","8","16","23","6","9","0","12","17","14","6","9","0","12","0","12","6","8","5","8"
"0600000US2501721990","Everett city, Middlesex County, Massachusetts","9842","572","154","99","777","257","1220","302","1134","257","1035","311","841","264","610","217","925","260","2780","356","366","145"
"0600000US2501724960","Framingham city, Middlesex County, Massachusetts","13006","622","407","173","1613","300","1191","252","1572","287","1866","304","1380","288","916","215","958","245","2676","395","427","201"
"0600000US2501727480","Groton town, Middlesex County, Massachusetts","580","127","16","24","57","53","85","55","51","53","47","52","45","45","10","15","29","44","155","90","85","66"
"0600000US2501730700","Holliston town, Middlesex County, Massachusetts","454","123","0","19","48","39","110","74","19","29","88","70","0","19","10","16","0","19","151","95","28","31"
"0600000US2501731085","Hopkinton town, Middlesex County, Massachusetts","1072","161","25","32","0","19","157","83","138","104","103","85","108","63","56","51","213","127","244","110","28","25"
"0600000US2501731540","Hudson town, Middlesex County, Massachusetts","2164","283","25","32","94","74","349","119","459","156","369","152","169","125","167","94","93","70","369","127","70","51"
"0600000US2501735215","Lexington town, Middlesex County, Massachusetts","2163","238","237","97","238","105","247","108","196","87","263","109","120","95","104","63","163","81","411","135","184","87"
"0600000US2501735425","Lincoln town, Middlesex County, Massachusetts","1101","127","18","29","28","31","133","76","183","102","109","72","99","60","107","52","87","47","283","104","54","43"
"0600000US2501735950","Littleton town, Middlesex County, Massachusetts","427","107","9","13","9","14","100","72","26","20","31","29","25","29","48","45","9","14","122","61","48","40"
"0600000US2501737000","Lowell city, Middlesex County, Massachusetts","22741","760","733","178","1801","329","2449","323","2598","408","2564","350","2706","397","1157","263","1890","310","5570","506","1273","249"
"0600000US2501737875","Malden city, Middlesex County, Massachusetts","13589","624","288","120","1044","293","1678","315","1349","320","1335","301","1461","311","805","239","1115","261","3332","519","1182","325"
"0600000US2501738715","Marlborough city, Middlesex County, Massachusetts","6579","438","217","128","334","122","1143","326","945","211","712","229","331","150","616","229","893","224","1192","250","196","102"
"0600000US2501739625","Maynard town, Middlesex County, Massachusetts","902","194","18","31","64","47","201","86","100","83","148","66","88","76","53","50","122","103","60","51","48","46"
"0600000US2501739835","Medford city, Middlesex County, Massachusetts","10045","527","302","113","898","212","1557","267","1719","283","1347","245","723","172","428","152","580","180","1894","325","597","226"
"0600000US2501740115","Melrose city, Middlesex County, Massachusetts","3873","355","118","66","284","110","515","187","498","136","542","149","322","122","226","99","423","175","731","208","214","133"
